LENGTH (pixels),,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284
CHANNEL INTENSITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mono,239.157895,239.157895,207.368421,206.666667,204.543860,213.298246,216.736842,216.736842,214.263158,214.842105,218.210526,219.649123,378.052632,289.473684,504.666667,369.035088,423.614035,426.473684,433.140351,451.000000,500.280702,500.280702,439.000000,1157.421053,1289.684211,1809.175439,1269.070175,1270.491228,1076.350877,1056.385965,805.842105,843.947368,546.526316,416.087719,671.964912,488.561404,751.473684,654.719298,653.561404,566.719298,576.842105,830.175439,830.175439,1504.298246,717.982456,639.701754,536.508772,752.385965,574.473684,597.421053,542.912281,547.263158,514.842105,516.368421,449.526316,437.929825,437.929825,410.842105,438.701754,302.157895,277.263158,245.245614,252.087719,244.543860,250.368421,253.877193,253.789474,248.070175,580.052632,582.596491,594.754386,604.964912,682.473684,830.403509,1515.192982,1247.754386,1254.017544,1254.017544,1248.824561,1262.175439,1245.578947,1245.736842,1008.701754,1074.421053,1064.684211,1110.877193,1671.964912,2626.280702,3561.596491,3727.263158,3852.719298,3852.719298,4242.192982,4368.087719,3856.175439,3319.561404,3249.666667,3215.070175,3215.070175,3218.368421,3209.719298,3202.789474,3183.491228,3089.526316,3123.824561,3137.614035,3205.228070,3312.859649,3365.649123,3432.912281,3518.859649,3768.473684,3768.473684,4369.701754,4643.473684,4808.894737,4768.456140,5001.912281,4755.263158,4871.912281,4578.719298,4620.807018,5164.701754,6248.543860,7208.964912,8098.315789,8094.087719,8836.666667,9163.000000,9470.526316,8861.456140,8913.298246,8379.771930,8379.771930,8139.807018,8324.842105,8143.192982,8192.473684,8156.596491,8152.719298,8099.157895,8071.614035,8008.473684,8021.052632,8049.105263,8137.263158,8112.596491,8112.596491,8018.929825,7985.736842,7915.912281,7915.385965,7806.807018,8023.929825,7986.877193,7933.017544,7959.578947,8017.473684,8130.824561,9005.842105,10162.175439,10852.859649,12562.385965,15279.017544,17397.894737,19999.052632,22034.842105,23319.315789,23319.315789,23363.894737,23794.614035,23960.491228,24190.701754,24299.491228,24088.771930,23961.842105,23449.771930,22755.385965,22308.912281,21958.719298,21709.578947,21802.526316,21802.526316,22057.842105,21969.035088,22147.508772,22002.140351,21914.578947,21717.824561,21717.824561,21596.859649,21617.526316,21888.701754,22020.175439,22262.666667,22314.315789,22384.666667,22406.666667,22396.210526,22278.000000,21878.684211,21675.228070,21546.859649,21546.859649,21495.754386,21617.684211,22266.964912,22292.947368,22261.315789,22228.105263,22256.385965,22220.456140,21999.982456,21617.894737,20891.771930,20816.192982,20653.807018,20653.807018,20597.631579,20919.701754,21226.877193,21866.157895,21911.105263,22000.614035,22000.614035,22071.596491,21957.140351,21593.070175,21422.175439,20912.368421,20877.491228,20878.245614,20842.192982,20837.807018,20871.877193,20868.982456,20893.631579,20981.596491,20981.596491,21064.754386,21128.947368,21201.157895,21281.456140,21238.491228,21218.508772,21076.228070,21094.017544,20985.631579,20999.789474,20986.824561,21105.578947,21105.578947,21113.719298,20947.456140,20925.894737,21001.508772,21280.631579,21283.964912,21256.894737,21166.052632,20935.210526,20798.087719,20452.929825,20156.017544,19570.456140,19570.456140,19375.614035,19305.596491,19190.964912,19018.280702,18921.403509,18842.210526,18975.192982,19115.877193,19819.649123,20305.719298,20629.982456,20960.000000,21284.719298,21284.719298,21397.824561,21013.824561,20750.035088,20628.175439
